Date,Open,High,Low,Close,Adj Close,Volume
2021-09-20,434.880005,436.559998,428.859985,434.040009,425.615540,166445500
2021-09-21,436.529999,437.910004,433.070007,433.630005,425.213531,92526100
2021-09-22,436.049988,440.029999,433.750000,437.859985,429.361420,102350100
2021-09-23,439.850006,444.890015,439.600006,443.179993,434.578156,76396000
2021-09-24,441.440002,444.670013,441.209991,443.910004,435.294006,62094800
2021-09-27,442.809998,444.049988,441.899994,442.640015,434.048645,61371100
2021-09-28,439.690002,440.040009,432.940002,433.720001,425.301758,130436300
2021-09-29,435.190002,437.040009,433.850006,434.450012,426.017609,82329200
2021-09-30,436.019989,436.769989,428.779999,429.140015,420.810669,140506000
2021-10-01,430.980011,436.029999,427.230011,434.239990,425.811646,129240100
2021-10-04,433.000000,433.959991,426.359985,428.640015,420.320404,128570000
2021-10-05,430.239990,435.489990,429.390015,433.100006,424.693817,90682500
2021-10-06,429.269989,435.119995,427.540009,434.899994,426.458862,113032200
2021-10-07,438.390015,441.679993,438.200012,438.660004,430.145905,72437500
2021-10-08,439.480011,439.890015,437.190002,437.859985,429.361420,74557400
2021-10-11,437.160004,440.260010,434.619995,434.690002,426.252960,65233300
2021-10-12,435.670013,436.100006,432.779999,433.619995,425.203705,71181200
2021-10-13,434.709991,436.049988,431.540009,435.179993,426.733429,72974000
2021-10-14,439.079987,442.660004,438.579987,442.500000,433.911346,70236800
2021-10-15,444.750000,446.260010,444.089996,445.869995,437.215912,66260200
2021-10-18,443.970001,447.549988,443.269989,447.190002,438.510315,62213200
2021-10-19,448.920013,450.709991,448.269989,450.640015,441.893372,46996800
2021-10-20,451.130005,452.730011,451.010010,452.410004,443.629028,49571600
2021-10-21,451.769989,453.829987,451.309998,453.589996,444.786102,41305400
2021-10-22,453.130005,454.670013,451.049988,453.119995,444.325256,58845100
2021-10-25,454.279999,455.899994,452.390015,455.549988,446.708008,45214500
2021-10-26,457.200012,458.489990,455.559998,455.959991,447.110077,56075100
2021-10-27,456.450012,457.160004,453.859985,453.940002,445.129333,72438000
2021-10-28,455.459991,458.399994,455.450012,458.320007,449.424316,51437900
2021-10-29,455.869995,459.559998,455.559998,459.250000,450.336212,70162400
2021-11-01,460.299988,460.700012,458.200012,460.040009,451.110931,48433600
2021-11-02,460.220001,462.230011,460.079987,461.899994,452.934784,48908400
2021-11-03,461.299988,465.149994,460.829987,464.720001,455.700104,52509800
2021-11-04,465.359985,467.000000,464.989990,466.910004,457.847595,52847100
2021-11-05,469.279999,470.649994,466.920013,468.529999,459.436096,66390600
2021-11-08,469.700012,470.230011,468.200012,468.929993,459.828400,50405200
2021-11-09,469.320007,469.570007,465.880005,467.380005,458.308472,51149100
2021-11-10,465.579987,467.380005,462.040009,463.619995,454.621460,69429700
2021-11-11,465.209991,465.290009,463.750000,463.769989,454.768494,34848500
2021-11-12,465.119995,467.859985,464.109985,467.269989,458.200531,53466700
2021-11-15,468.640015,468.809998,466.230011,467.429993,458.357452,46980500
2021-11-16,467.149994,470.489990,467.070007,469.279999,460.171600,48857500
2021-11-17,469.000000,469.190002,467.480011,468.140015,459.053711,47858300
2021-11-18,469.239990,470.010010,466.339996,469.730011,460.612854,50625600
2021-11-19,469.609985,470.940002,468.500000,468.890015,459.789154,57315600
2021-11-22,470.890015,473.540009,467.350006,467.570007,458.494751,72762000
2021-11-23,467.220001,469.100006,464.450012,468.190002,459.102722,73206500
2021-11-24,466.059998,469.570007,465.190002,469.440002,460.328461,61858800
2021-11-26,462.339996,463.899994,457.769989,458.970001,450.061676,112669600
2021-11-29,464.070007,466.559998,461.730011,464.600006,455.582428,86268800
2021-11-30,462.000000,464.029999,455.299988,455.559998,446.717865,148559600
2021-12-01,461.640015,464.670013,450.290009,450.500000,441.756073,131939200
2021-12-02,450.730011,459.070007,450.309998,457.399994,448.522095,127637800
2021-12-03,459.170013,460.299988,448.920013,453.420013,444.619446,137331600
2021-12-06,456.130005,460.790009,453.559998,458.790009,449.885193,98977500
2021-12-07,464.410004,468.880005,458.649994,468.279999,459.190948,95484700
2021-12-08,468.700012,470.000000,466.829987,469.519989,460.406891,72238800
2021-12-09,468.149994,469.630005,466.140015,466.350006,457.298431,61272600
2021-12-10,469.230011,470.899994,466.510010,470.739990,461.603241,77159800
2021-12-13,470.190002,470.559998,466.269989,466.570007,457.514191,87724700
2021-12-14,463.089996,465.739990,460.250000,463.359985,454.366455,97264100
2021-12-15,463.420013,470.859985,460.739990,470.600006,461.465942,116899300
2021-12-16,472.570007,472.869995,464.799988,466.450012,457.396484,116568600
2021-12-17,461.549988,464.739990,458.059998,459.869995,452.528473,135511600
2021-12-20,454.480011,455.399994,451.140015,454.980011,447.716553,107134800
2021-12-21,458.609985,463.209991,456.309998,463.059998,455.667572,69806300
2021-12-22,462.790009,467.809998,462.579987,467.690002,460.223633,58890200
2021-12-23,468.750000,472.190002,468.640015,470.600006,463.087189,56439700
2021-12-27,472.059998,477.309998,472.010010,477.260010,469.640900,56808600
2021-12-28,477.720001,478.809998,476.059998,476.869995,469.257080,47274600
2021-12-29,476.980011,478.559998,475.920013,477.480011,469.857391,54503000
2021-12-30,477.929993,479.000000,475.670013,476.160004,468.558441,55329000
2021-12-31,475.640015,476.859985,474.670013,474.959991,467.377563,65237400
2022-01-03,476.299988,477.850006,473.850006,477.709991,470.083710,72668200
2022-01-04,479.220001,479.980011,475.579987,477.549988,469.926239,71178700
2022-01-05,477.160004,477.980011,468.279999,468.380005,460.902618,104538900
2022-01-06,467.890015,470.820007,465.429993,467.940002,460.469635,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,458.649170,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,458.078461,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,462.250763,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,463.500488,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,457.114105,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,457.301086,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,449.202423,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,444.538116,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,439.617950,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,430.987946,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,432.818237,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,427.533966,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,426.461395,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,424.355560,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,434.894592,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,442.727478,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,445.718964,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,450.048706,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,439.470306,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,441.536835,118454400
2022-02-07,449.510010,450.989990,445.850006,447.260010,440.119812,84472900
2022-02-08,446.730011,451.920013,445.220001,450.940002,443.741028,81012000
2022-02-09,455.220001,457.880005,455.010010,457.540009,450.235718,92589900
2022-02-10,451.339996,457.709991,447.200012,449.320007,442.146912,140103700
2022-02-11,449.410004,451.609985,438.940002,440.459991,433.428314,153214600
2022-02-14,439.920013,441.600006,435.339996,439.019989,432.011322,123006300
2022-02-15,443.730011,446.279999,443.179993,446.100006,438.978302,88482700
2022-02-16,443.929993,448.059998,441.940002,446.600006,439.470306,84863600
2022-02-17,443.220001,446.570007,436.420013,437.059998,430.082642,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,427.297821,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,422.712219,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,415.213898,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,421.462433,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,430.761627,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,429.659546,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,423.115692,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,430.899384,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,428.754181,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,425.270721,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,412.734070,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,409.604858,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,420.586700,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,418.687500,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,413.363892,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,410.342865,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,419.366486,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,428.665619,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,434.028595,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,438.782440,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,438.654114,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,443.786987,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,438.071747,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,444.675385,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,446.847015,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,450.025452,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,455.592621,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,452.779449,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,445.810577,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,447.074036,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,450.903931,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,445.208435,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,440.756622,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,442.977570,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,441.793091,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,434.241852,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,432.632874,84363600
2022-04-13,438.029999,444.109985,437.839996,443.309998,437.588043,74070400
2022-04-14,443.549988,444.730011,437.679993,437.790009,432.139313,97869500
2022-04-18,436.809998,439.750000,435.609985,437.970001,432.316986,66002500
2022-04-19,437.859985,445.799988,437.679993,445.040009,439.295715,77821000
2022-04-20,446.920013,447.570007,443.480011,444.709991,438.970001,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,432.405823,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,420.540955,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,422.979095,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,410.729279,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,411.884186,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,422.288116,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,406.682190,145491100
2022-05-02,412.070007,415.920013,405.019989,414.480011,409.130188,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,411.005646,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,423.521973,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,408.468842,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,406.030701,151770800
2022-05-09,405.100006,406.410004,396.500000,398.170013,393.030701,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,393.938843,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,387.680634,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,387.275940,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,396.534882,104174400
2022-05-16,399.980011,403.970001,397.600006,400.089996,394.925903,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,403.049713,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,386.802124,117674500
2022-05-19,388.619995,394.140015,387.109985,389.459991,384.433105,98510700
2022-05-20,393.250000,397.029999,380.540009,389.630005,384.600922,131432200
2022-05-23,392.829987,397.730011,390.380005,396.920013,391.796844,76414900
2022-05-24,392.559998,395.149994,386.959991,393.890015,388.805939,91448800
2022-05-25,392.309998,399.450012,391.890015,397.369995,392.241028,91472900
2022-05-26,398.670013,407.040009,398.450012,405.309998,400.078552,82168300
2022-05-27,407.910004,415.380005,407.700012,415.260010,409.900085,84768700
2022-05-31,413.549988,416.459991,410.029999,412.929993,407.600189,95937000
2022-06-01,415.170013,416.239990,406.929993,409.589996,404.303314,86585800
2022-06-02,409.420013,417.440002,407.040009,417.390015,412.002655,79609600
2022-06-03,412.399994,414.040009,409.510010,410.540009,405.241058,71874300
2022-06-06,414.779999,416.609985,410.549988,411.790009,406.474915,57508900
2022-06-07,408.100006,416.220001,407.609985,415.739990,410.373901,59272400
2022-06-08,413.929993,415.820007,410.380005,411.220001,405.912262,64350000
2022-06-09,409.339996,411.739990,401.440002,401.440002,396.258484,86289800
2022-06-10,394.880005,395.779999,389.750000,389.799988,384.768707,132893900
2022-06-13,379.850006,381.809998,373.299988,375.000000,370.159760,170004900
2022-06-14,376.850006,377.940002,370.589996,373.869995,369.044342,104011800
2022-06-15,377.359985,383.899994,372.119995,379.200012,374.305573,125666800
2022-06-16,370.510010,370.940002,364.079987,366.649994,361.917542,134473300
2022-06-17,365.510010,369.380005,362.170013,365.859985,362.697754,111113900
2022-06-21,371.890015,376.529999,371.809998,375.070007,371.828156,76811900
2022-06-22,370.619995,378.720001,370.179993,374.390015,371.154022,90059400
2022-06-23,376.640015,378.829987,372.890015,378.059998,374.792297,79292100
2022-06-24,381.399994,390.089996,381.369995,390.079987,386.708405,98050300
2022-06-27,391.049988,391.359985,387.440002,388.589996,385.231293,66009600
2022-06-28,390.230011,393.160004,380.529999,380.649994,377.359894,86548900
2022-06-29,381.230011,382.269989,378.420013,380.339996,377.052612,65676000
2022-06-30,376.239990,380.660004,372.559998,377.250000,373.989288,112508300
2022-07-01,376.559998,381.700012,373.799988,381.239990,377.944794,74839700
2022-07-05,375.880005,381.980011,372.899994,381.959991,378.658569,81438000
2022-07-06,382.109985,385.869995,379.600006,383.250000,379.937439,70426200
2022-07-07,385.119995,389.829987,383.269989,388.989990,385.627808,64525900
2022-07-08,387.269989,390.640015,385.660004,388.670013,385.310608,72397800
2022-07-11,385.850006,386.869995,383.500000,384.230011,380.908966,58366900
2022-07-12,383.649994,386.160004,378.989990,380.829987,377.538330,62219200
2022-07-13,375.100006,381.920013,374.660004,378.829987,375.555634,84224600
2022-07-14,373.609985,379.049988,371.040009,377.910004,374.643585,89704800
2022-07-15,382.549988,385.250000,380.540009,385.130005,381.801208,79060400
2022-07-18,388.380005,389.089996,380.660004,381.950012,378.648682,63203600
2022-07-19,386.079987,392.869995,385.390015,392.269989,388.879456,78506000
2022-07-20,392.470001,396.260010,391.029999,394.769989,391.357849,71843800
2022-07-21,394.160004,398.839996,391.630005,398.790009,395.343109,64903900
2022-07-22,398.920013,400.179993,392.750000,395.089996,391.675079,72197300
2022-07-25,395.750000,396.470001,393.209991,395.570007,392.150970,53631500
2022-07-26,393.839996,394.059998,389.950012,390.890015,387.511414,52946400
2022-07-27,394.359985,402.880005,394.049988,401.040009,397.573700,82342100
2022-07-28,401.890015,406.799988,398.149994,406.070007,402.560181,73966600
2022-07-29,407.579987,413.029999,406.769989,411.989990,408.429016,87003700
2022-08-01,409.149994,413.410004,408.399994,410.769989,407.219543,69997500
2022-08-02,409.119995,413.000000,406.820007,408.059998,404.533020,63435400
2022-08-03,410.299988,415.679993,410.000000,414.450012,410.867767,67820600
2022-08-04,414.369995,415.089996,412.440002,414.170013,410.590210,45656600
2022-08-05,409.660004,414.149994,409.600006,413.470001,409.896240,56814900
2022-08-08,415.250000,417.619995,411.829987,412.989990,409.420380,53886100
2022-08-09,412.220001,412.750000,410.220001,411.350006,407.794586,44931800
2022-08-10,418.779999,420.140015,416.720001,419.989990,416.359863,68665700
2022-08-11,422.989990,424.950012,419.209991,419.989990,416.359863,59489700
2022-08-12,422.029999,427.209991,421.029999,427.100006,423.408417,61694500
2022-08-15,424.769989,429.410004,424.709991,428.859985,425.153198,54048300
2022-08-16,427.730011,431.730011,426.880005,429.700012,425.985962,59289000
2022-08-17,425.910004,429.500000,424.540009,426.649994,422.962311,63563400
2022-08-18,426.859985,428.609985,425.500000,427.890015,424.191589,49023200
2022-08-19,424.980011,425.260010,421.220001,422.140015,418.491302,68016900
2022-08-22,417.049988,417.230011,412.399994,413.350006,409.777252,77695600
2022-08-23,412.899994,415.420013,411.769989,412.350006,408.785950,49105200
2022-08-24,412.109985,415.109985,411.390015,413.670013,410.094543,49177800
2022-08-25,415.239990,419.559998,414.089996,419.510010,415.884064,50942300
2022-08-26,419.390015,419.959991,405.250000,405.309998,401.806763,103087000
2022-08-29,402.200012,405.839996,401.200012,402.630005,399.149963,65370800
2022-08-30,403.850006,404.100006,396.000000,398.209991,394.768127,85652400
2022-08-31,399.929993,401.239990,395.040009,395.179993,391.764313,76029700
2022-09-01,392.890015,396.779999,390.040009,396.420013,392.993622,78740100
2022-09-02,400.279999,401.559998,390.329987,392.239990,388.849701,99632100
2022-09-06,393.130005,394.119995,388.420013,390.760010,387.382538,76637400
2022-09-07,390.429993,398.589996,390.200012,397.779999,394.341858,70964200
2022-09-08,395.390015,400.859985,394.119995,400.380005,396.919373,80821700
2022-09-09,402.739990,407.510010,402.459991,406.600006,403.085602,76706900
2022-09-12,408.779999,411.730011,408.459991,410.970001,407.417847,69256300
2022-09-13,401.829987,403.100006,391.920013,393.100006,389.702301,122947100
2022-09-14,394.470001,396.200012,391.119995,394.600006,391.189331,85023700
2022-09-15,392.959991,395.959991,388.779999,390.119995,386.748077,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,383.797607,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,386.773926,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,382.334320,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,375.664948,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,372.509430,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,366.268097,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,362.644714,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,361.718994,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,368.836304,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,361.131683,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,355.547302,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,364.934204,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,376.242279,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,375.366302,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,371.494110,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,361.131683,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,358.374329,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,356.104767,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,354.930145,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,364.297150,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,355.995270,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,365.143280,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,369.433563,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,366.815582,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,363.739716,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,372.579132,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,377.138184,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,383.160522,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,380.273773,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,378.243103,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,387.241760,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,384.444611,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,382.762329,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,373.156464,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,369.314117,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,374.629700,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,378.213257,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,380.253876,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,372.419861,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,392.885864,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,396.688416,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,393.313904,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,396.668488,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,393.642395,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,392.437897,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,394.219727,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,392.786316,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,398.072052,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,400.580536,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,400.490936,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,394.100281,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,393.423401,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,405.816467,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,405.517853,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,405.050018,85342700
2022-12-05,403.950012,404.929993,398.170013,399.589996,397.763458,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,392.029785,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,391.362854,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,394.428772,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,391.482300,81447700
2022-12-12,394.109985,398.950012,393.410004,398.950012,397.126404,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,400.132599,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,397.574341,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,387.848999,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,383.269989,119858000
2022-12-19,383.470001,383.820007,378.279999,380.019989,380.019989,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,380.540009,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,386.230011,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,380.720001,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,382.910004,59857300
2022-12-27,382.790009,383.149994,379.649994,381.399994,381.399994,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,376.660004,70911500
2022-12-29,379.630005,384.350006,379.079987,383.440002,383.440002,66970900
2022-12-30,380.640015,382.579987,378.429993,382.429993,382.429993,83975100
2023-01-03,384.369995,386.429993,377.829987,380.820007,380.820007,74850700
2023-01-04,383.179993,385.880005,380.000000,383.760010,383.760010,85934100
2023-01-05,381.720001,381.839996,378.760010,379.380005,379.380005,76970500
2023-01-06,382.609985,389.250000,379.410004,388.079987,388.079987,104041300
